,reward,mailer_type,income_level,n_bank_accounts_open,overdraft_protection,credit_rating,n_credit_cards_held,n_homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,offer_accepted
6275,Air Miles,Postcard,Low,1,No,High,2,2,3,Yes,923.25,303.0,1229.0,1530.0,631.0,No
12732,Cash Back,Letter,High,1,No,High,1,1,4,Yes,812.5,20.0,848.0,1127.0,1255.0,No
3170,Points,Letter,Low,1,No,High,1,2,3,No,1006.0,1901.0,1323.0,640.0,160.0,No
5858,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,715.75,637.0,596.0,882.0,748.0,No
1164,Air Miles,Postcard,Low,1,No,Medium,2,1,4,No,1745.25,1668.0,1876.0,1917.0,1520.0,No
4536,Air Miles,Postcard,High,2,No,High,2,2,4,No,861.25,1337.0,1017.0,745.0,346.0,No
8990,Cash Back,Letter,Medium,1,No,Medium,2,1,4,No,1133.0,784.0,828.0,1260.0,1660.0,No
16901,Cash Back,Letter,High,1,No,High,2,1,3,Yes,1075.75,1077.0,594.0,1010.0,1622.0,No
13223,Cash Back,Postcard,Medium,1,No,High,1,1,1,Yes,1231.25,2098.0,1539.0,1015.0,273.0,No
11981,Points,Letter,High,1,No,High,1,1,3,Yes,1285.75,741.0,1788.0,1483.0,1131.0,No
17241,Cash Back,Letter,Medium,2,Yes,Medium,2,2,2,Yes,311.0,35.0,372.0,394.0,443.0,No
4382,Points,Letter,Medium,1,No,Low,3,1,2,Yes,743.25,838.0,771.0,772.0,592.0,No
1426,Points,Letter,High,1,No,High,3,1,5,Yes,225.5,328.0,85.0,355.0,134.0,No
14559,Points,Postcard,Low,1,No,High,3,1,5,Yes,759.75,640.0,734.0,778.0,887.0,No
5142,Air Miles,Letter,Medium,1,No,High,2,2,2,No,233.5,61.0,280.0,335.0,258.0,No
7403,Points,Letter,Medium,1,No,Medium,1,1,4,No,875.25,1821.0,1036.0,588.0,56.0,No
675,Points,Letter,Medium,1,No,Medium,2,2,4,No,1023.5,1900.0,1101.0,732.0,361.0,No
3158,Air Miles,Letter,Medium,1,No,Low,2,2,3,Yes,1814.5,1995.0,1683.0,1761.0,1819.0,No
10854,Air Miles,Letter,Medium,1,No,High,1,1,3,No,919.75,1850.0,1120.0,700.0,9.0,No
8880,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1059.5,508.0,1032.0,1258.0,1440.0,No
310,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,No,755.5,874.0,538.0,966.0,644.0,No
11840,Air Miles,Letter,High,1,No,High,1,1,3,Yes,1305.75,194.0,1188.0,2023.0,1818.0,No
11150,Cash Back,Letter,High,1,No,High,3,1,5,No,1078.5,1995.0,1368.0,654.0,297.0,No
9642,Points,Postcard,Medium,2,No,Low,1,1,5,No,1192.0,575.0,1118.0,1745.0,1330.0,No
1945,Cash Back,Letter,Low,2,No,High,2,2,3,No,577.75,609.0,561.0,594.0,547.0,No
6376,Points,Postcard,Medium,1,No,Medium,2,2,5,Yes,964.0,1576.0,1382.0,715.0,183.0,No
6845,Air Miles,Letter,Medium,2,No,High,3,1,2,No,1086.0,111.0,1797.0,1853.0,583.0,No
7617,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1056.25,2177.0,932.0,442.0,674.0,No
2466,Air Miles,Letter,High,2,No,Medium,3,1,1,No,246.0,426.0,337.0,80.0,141.0,No
13529,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1194.0,1773.0,1302.0,1360.0,341.0,No
11564,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1353.25,1392.0,805.0,1789.0,1427.0,No
16782,Cash Back,Letter,Medium,1,No,High,3,2,4,Yes,1080.0,1883.0,1233.0,1033.0,171.0,No
4287,Points,Letter,Medium,2,Yes,High,1,2,5,Yes,863.75,1329.0,1488.0,488.0,150.0,No
10716,Cash Back,Postcard,Medium,2,Yes,High,1,2,4,Yes,1252.5,946.0,834.0,1509.0,1721.0,No
15554,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,992.25,169.0,1269.0,1143.0,1388.0,No
960,Points,Postcard,Low,1,No,High,2,1,3,No,1045.25,1399.0,1193.0,1378.0,211.0,No
5802,Points,Postcard,Medium,1,No,Medium,2,2,2,Yes,268.75,287.0,178.0,414.0,196.0,No
10660,Points,Letter,Low,1,Yes,Medium,2,1,5,No,826.0,421.0,1146.0,1214.0,523.0,No
1465,Points,Letter,Low,2,No,High,3,1,4,Yes,856.75,860.0,745.0,976.0,846.0,No
10378,Points,Letter,Medium,2,No,Low,4,2,2,Yes,1421.75,1449.0,1788.0,996.0,1454.0,No
4770,Points,Postcard,Medium,2,No,Medium,2,1,2,Yes,1071.0,1775.0,1190.0,950.0,369.0,No
9471,Points,Letter,Low,1,No,Low,1,1,3,Yes,1037.5,290.0,959.0,1517.0,1384.0,No
2914,Air Miles,Letter,Medium,2,No,Low,1,1,3,Yes,901.0,1226.0,1119.0,627.0,632.0,No
6850,Cash Back,Postcard,Medium,1,No,Low,3,1,5,Yes,1349.75,2169.0,1412.0,1388.0,430.0,No
631,Points,Postcard,Medium,2,No,Low,2,1,5,Yes,955.75,812.0,1400.0,813.0,798.0,Yes
15761,Cash Back,Letter,Low,1,No,Medium,2,1,4,No,1000.0,315.0,830.0,1468.0,1387.0,No
17843,Air Miles,Letter,Low,1,No,Low,2,1,3,No,995.0,1397.0,1006.0,1267.0,310.0,Yes
3489,Air Miles,Letter,Medium,1,No,High,1,2,2,Yes,782.0,976.0,649.0,764.0,739.0,No
53,Points,Postcard,Medium,3,No,Low,1,1,4,No,1162.5,688.0,1331.0,1952.0,679.0,No
8323,Cash Back,Postcard,Medium,2,Yes,Medium,3,1,3,No,987.0,1359.0,993.0,686.0,910.0,No
13888,Air Miles,Letter,Low,1,No,Medium,2,1,2,Yes,1119.75,850.0,1487.0,1451.0,691.0,Yes
14821,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,139.75,242.0,22.0,258.0,37.0,No
472,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1168.0,1954.0,1237.0,871.0,610.0,No
483,Air Miles,Postcard,High,1,No,Medium,3,2,4,No,1449.5,1385.0,700.0,2103.0,1610.0,No
16958,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,Yes,1011.25,1875.0,1060.0,952.0,158.0,No
14186,Cash Back,Postcard,High,1,Yes,Low,1,1,4,Yes,895.25,1568.0,1022.0,694.0,297.0,No
2679,Points,Postcard,Low,1,No,High,1,1,2,No,789.75,875.0,556.0,809.0,919.0,No
14315,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,1173.5,1584.0,1602.0,758.0,750.0,No
17992,Cash Back,Postcard,Medium,1,No,Low,2,1,4,No,1243.0,943.0,743.0,1339.0,1947.0,No
5816,Cash Back,Postcard,Low,1,No,Medium,1,1,4,No,956.25,99.0,409.0,1684.0,1633.0,No
5325,Cash Back,Postcard,Medium,1,No,Low,2,1,5,No,1121.0,444.0,1039.0,2159.0,842.0,No
5594,Air Miles,Letter,High,1,No,Low,1,1,3,Yes,1130.5,577.0,714.0,1302.0,1929.0,No
8224,Points,Postcard,Medium,1,No,Low,2,2,3,Yes,794.75,703.0,631.0,952.0,893.0,No
12133,Points,Letter,Medium,1,Yes,High,2,1,2,Yes,1022.0,1591.0,1378.0,1039.0,80.0,No
16486,Points,Postcard,Medium,2,No,Medium,3,1,4,No,231.0,236.0,118.0,231.0,339.0,No
3043,Cash Back,Postcard,Medium,2,No,High,1,1,4,Yes,1355.75,713.0,1677.0,2148.0,885.0,No
4358,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,1026.75,1710.0,1499.0,805.0,93.0,No
3383,Cash Back,Postcard,Medium,2,Yes,Medium,2,1,3,Yes,1748.0,1706.0,1775.0,1685.0,1826.0,No
417,Air Miles,Letter,High,2,No,Low,4,1,3,Yes,1162.25,324.0,1340.0,1074.0,1911.0,No
2622,Cash Back,Postcard,Low,2,No,High,2,1,4,No,976.75,1575.0,1409.0,811.0,112.0,No
11875,Points,Postcard,Medium,2,No,High,1,1,3,No,1102.75,1605.0,1136.0,865.0,805.0,No
15038,Points,Letter,Medium,1,No,High,2,1,6,No,789.5,21.0,501.0,1701.0,935.0,No
2994,Air Miles,Postcard,High,1,No,High,3,2,5,Yes,1416.0,845.0,1892.0,1315.0,1612.0,No
9165,Air Miles,Postcard,Medium,1,No,High,2,1,2,Yes,1262.25,213.0,1479.0,2090.0,1267.0,No
12591,Air Miles,Postcard,Medium,1,Yes,Low,3,2,2,Yes,1334.5,1036.0,865.0,1636.0,1801.0,No
7565,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,988.5,1696.0,1317.0,523.0,418.0,No
4658,Air Miles,Postcard,Low,1,No,Medium,1,1,5,No,946.5,1940.0,1050.0,558.0,238.0,No
16412,Points,Letter,Medium,1,Yes,Low,1,2,3,No,869.5,1543.0,905.0,808.0,222.0,No
1531,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,1142.25,1025.0,780.0,1127.0,1637.0,No
14774,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1205.0,686.0,455.0,1629.0,2050.0,No
9727,Cash Back,Postcard,High,1,No,Medium,4,1,3,Yes,1050.5,1441.0,1470.0,589.0,702.0,No
9436,Points,Postcard,High,1,No,Low,4,1,4,Yes,903.5,375.0,504.0,1129.0,1606.0,No
3343,Cash Back,Letter,Medium,2,No,Medium,2,2,2,Yes,1251.75,479.0,1078.0,1753.0,1697.0,No
5239,Points,Postcard,Low,1,No,Low,2,1,5,Yes,1296.5,768.0,1485.0,1821.0,1112.0,No
3922,Air Miles,Postcard,Medium,1,No,High,2,1,4,No,1186.75,2049.0,1224.0,846.0,628.0,No
6829,Points,Postcard,Low,1,No,High,1,1,1,No,1114.5,1550.0,1710.0,426.0,772.0,No
4098,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1018.5,58.0,1828.0,1651.0,537.0,No
2229,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,1007.75,192.0,997.0,821.0,2021.0,No
3354,Air Miles,Letter,High,2,Yes,Medium,2,1,2,No,1004.75,1659.0,1444.0,850.0,66.0,No
4478,Air Miles,Letter,High,1,No,Low,2,2,5,No,882.5,982.0,972.0,642.0,934.0,No
14419,Cash Back,Letter,High,1,No,Medium,1,1,4,No,1202.5,1625.0,1068.0,1097.0,1020.0,No
6123,Air Miles,Postcard,Medium,1,No,High,2,2,4,No,1084.75,451.0,1496.0,1610.0,782.0,No
14284,Points,Letter,Low,2,No,High,2,1,4,Yes,844.0,871.0,903.0,810.0,792.0,No
13083,Cash Back,Postcard,Medium,1,No,High,2,1,4,No,1023.5,379.0,1452.0,1257.0,1006.0,No
11636,Air Miles,Postcard,Medium,1,No,High,3,1,6,Yes,1211.5,120.0,1710.0,1792.0,1224.0,No
6670,Points,Postcard,High,1,No,Low,3,2,3,Yes,1204.75,1791.0,903.0,1094.0,1031.0,No
4719,Cash Back,Letter,Medium,1,No,High,2,1,3,No,1084.0,2073.0,883.0,1178.0,202.0,No
4229,Points,Letter,Medium,2,No,Medium,1,1,4,Yes,981.25,334.0,787.0,806.0,1998.0,No
17563,Cash Back,Letter,Low,2,Yes,Medium,3,1,3,Yes,1060.5,621.0,610.0,1033.0,1978.0,No
5883,Points,Postcard,High,1,No,High,1,1,3,Yes,1037.5,1479.0,429.0,1385.0,857.0,No
139,Air Miles,Postcard,Low,2,No,Medium,2,2,4,Yes,814.5,67.0,906.0,997.0,1288.0,No
4143,Points,Letter,Medium,1,No,High,3,1,2,Yes,1380.25,1263.0,1353.0,1540.0,1365.0,No
7687,Points,Letter,High,1,No,Medium,2,1,6,No,961.75,231.0,589.0,918.0,2109.0,No
14820,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,1677.0,1727.0,1627.0,1757.0,1597.0,No
4734,Points,Postcard,Medium,1,No,High,2,1,2,No,1178.5,155.0,1106.0,1502.0,1951.0,No
8726,Air Miles,Letter,High,1,No,Medium,2,1,5,Yes,717.25,668.0,735.0,891.0,575.0,No
17878,Cash Back,Postcard,High,1,No,High,1,1,2,Yes,912.75,651.0,1388.0,835.0,777.0,No
896,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,1076.5,2177.0,1163.0,556.0,410.0,Yes
4394,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,747.0,863.0,561.0,809.0,755.0,No
13796,Points,Postcard,Low,1,No,High,3,1,4,No,1389.0,1311.0,1389.0,1258.0,1598.0,No
10379,Air Miles,Letter,Medium,1,No,Low,1,1,4,No,1022.0,108.0,1336.0,1639.0,1005.0,No
8043,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,1036.25,1994.0,1090.0,707.0,354.0,No
9927,Points,Postcard,Medium,1,No,High,1,1,3,No,374.75,459.0,178.0,363.0,499.0,No
4316,Cash Back,Letter,Low,1,No,Medium,2,1,2,Yes,1112.0,170.0,1381.0,1219.0,1678.0,No
4027,Points,Postcard,Medium,1,No,Low,2,1,4,No,602.25,791.0,503.0,554.0,561.0,No
6136,Points,Letter,Medium,1,No,High,2,1,1,Yes,357.75,158.0,463.0,361.0,449.0,No
13642,Cash Back,Letter,Medium,1,Yes,High,2,1,3,Yes,1285.25,714.0,1344.0,2138.0,945.0,No
1196,Air Miles,Postcard,Medium,1,No,Low,1,1,6,No,920.5,895.0,934.0,905.0,948.0,No
12260,Points,Letter,Medium,1,Yes,Low,1,1,3,Yes,1250.0,1984.0,1189.0,1138.0,689.0,No
4874,Points,Letter,Medium,1,No,High,2,1,2,Yes,1233.5,1908.0,1346.0,1385.0,295.0,No
16055,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,No,278.5,292.0,124.0,444.0,254.0,No
2643,Air Miles,Letter,High,1,No,High,2,1,4,No,153.25,37.0,67.0,335.0,174.0,No
6405,Cash Back,Letter,Low,1,No,High,2,2,4,Yes,1077.5,276.0,1404.0,1470.0,1160.0,No
9531,Air Miles,Postcard,High,1,No,Medium,1,1,2,Yes,294.75,418.0,273.0,168.0,320.0,No
8627,Air Miles,Postcard,Low,1,Yes,Low,3,1,3,Yes,422.75,471.0,343.0,388.0,489.0,No
4124,Air Miles,Postcard,High,1,No,Medium,3,1,1,Yes,792.5,822.0,814.0,534.0,1000.0,No
8034,Points,Postcard,Medium,2,Yes,High,1,1,3,No,1104.5,1975.0,1391.0,692.0,360.0,No
4044,Cash Back,Letter,Medium,2,No,Medium,3,1,5,No,1231.5,233.0,1316.0,1289.0,2088.0,No
9957,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,1118.75,259.0,608.0,2290.0,1318.0,No
2134,Air Miles,Postcard,Medium,2,Yes,High,2,1,5,Yes,1103.0,547.0,1572.0,1418.0,875.0,No
16935,Points,Postcard,Medium,2,Yes,Low,1,2,2,Yes,1135.75,675.0,990.0,2115.0,763.0,No
6662,Cash Back,Letter,Medium,2,Yes,Low,1,1,3,Yes,936.5,492.0,972.0,1367.0,915.0,No
4837,Points,Postcard,Medium,1,No,High,2,1,3,No,985.5,192.0,588.0,2264.0,898.0,No
1490,Air Miles,Postcard,Medium,2,No,Medium,3,1,5,No,1157.75,137.0,1709.0,1389.0,1396.0,No
10252,Cash Back,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1353.75,1330.0,662.0,2078.0,1345.0,No
5398,Points,Postcard,High,2,No,High,3,1,2,No,830.25,1463.0,930.0,634.0,294.0,No
10650,Cash Back,Postcard,Low,1,No,Medium,4,1,2,Yes,157.0,29.0,38.0,76.0,485.0,No
17126,Points,Letter,High,1,No,Low,2,2,2,Yes,1193.75,379.0,1366.0,1668.0,1362.0,No
11487,Points,Postcard,Low,1,Yes,Low,2,1,3,No,778.25,736.0,764.0,984.0,629.0,Yes
13995,Air Miles,Letter,Medium,1,No,High,1,1,4,No,1342.25,908.0,1267.0,1854.0,1340.0,No
14078,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,Yes,727.5,594.0,550.0,788.0,978.0,No
4301,Cash Back,Letter,High,1,No,High,3,1,5,Yes,1365.75,2145.0,1692.0,674.0,952.0,No
10021,Air Miles,Letter,High,1,No,High,1,1,3,Yes,1120.5,283.0,1445.0,1554.0,1200.0,No
3733,Cash Back,Letter,Low,1,No,Low,3,1,2,No,754.75,761.0,684.0,861.0,713.0,No
1027,Points,Letter,Medium,1,No,Low,1,2,2,Yes,157.0,217.0,145.0,242.0,24.0,No
9895,Air Miles,Letter,Medium,1,No,Low,4,1,3,Yes,273.75,484.0,403.0,41.0,167.0,No
15083,Points,Letter,High,1,No,High,2,1,3,Yes,1042.5,1834.0,1061.0,817.0,458.0,No
3436,Air Miles,Letter,High,1,No,Medium,2,1,4,Yes,1125.25,2130.0,952.0,997.0,422.0,No
14217,Points,Letter,Medium,1,Yes,Low,4,1,5,No,1182.5,165.0,1610.0,1985.0,970.0,No
12001,Points,Letter,Medium,1,No,Low,2,1,4,Yes,815.25,805.0,762.0,872.0,822.0,No
4199,Air Miles,Letter,High,1,No,Medium,3,1,3,No,1168.25,1910.0,874.0,942.0,947.0,No
3555,Points,Letter,Low,1,Yes,Low,1,1,5,No,1020.75,463.0,1004.0,2193.0,423.0,No
15993,Points,Postcard,Low,1,No,Medium,3,1,3,Yes,703.0,560.0,641.0,931.0,680.0,No
1086,Points,Letter,Low,1,No,High,1,1,5,Yes,1024.25,357.0,883.0,1022.0,1835.0,No
17508,Air Miles,Letter,Medium,1,No,Low,1,3,4,Yes,1159.75,384.0,1786.0,1597.0,872.0,Yes
15285,Air Miles,Postcard,High,2,No,High,2,1,3,Yes,1094.75,588.0,412.0,1517.0,1862.0,No
13267,Air Miles,Letter,Low,2,No,Medium,2,1,5,Yes,633.0,705.0,756.0,557.0,514.0,No
12606,Points,Postcard,Medium,1,No,Low,2,2,2,Yes,939.75,1903.0,1103.0,570.0,183.0,No
2747,Points,Letter,Medium,2,No,Medium,1,2,2,No,1215.25,506.0,696.0,1800.0,1859.0,No
8756,Cash Back,Postcard,Medium,1,No,Low,3,1,5,Yes,831.5,686.0,901.0,862.0,877.0,No
5991,Points,Letter,Low,1,No,High,1,1,3,Yes,1401.25,1108.0,1816.0,1274.0,1407.0,No
10673,Points,Letter,Medium,2,No,High,2,1,3,Yes,1182.75,718.0,1201.0,860.0,1952.0,No
1993,Points,Letter,Medium,1,No,Medium,4,1,4,Yes,1008.25,136.0,432.0,1713.0,1752.0,No
14108,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,956.25,1351.0,869.0,1007.0,598.0,Yes
14945,Cash Back,Postcard,Low,1,Yes,Low,2,1,3,Yes,880.75,1345.0,1141.0,932.0,105.0,No
10606,Points,Postcard,Low,1,No,High,4,1,4,No,1118.75,136.0,679.0,1729.0,1931.0,No
10640,Points,Letter,High,1,No,Low,1,1,2,Yes,1140.75,1304.0,677.0,1846.0,736.0,No
13833,Points,Postcard,Medium,1,No,Medium,1,1,3,No,1258.75,2143.0,1313.0,714.0,865.0,No
5034,Points,Letter,Medium,2,No,Medium,1,1,3,Yes,1113.0,1705.0,885.0,1229.0,633.0,No
14612,Points,Postcard,Medium,2,No,Medium,2,1,3,No,1116.25,1727.0,1338.0,1055.0,345.0,No
9864,Air Miles,Postcard,High,1,No,Low,3,1,3,No,1047.5,1846.0,1128.0,933.0,283.0,No
4698,Points,Letter,Medium,1,No,High,2,1,4,No,1060.25,402.0,1341.0,1121.0,1377.0,No
12378,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,1462.75,866.0,1584.0,2224.0,1177.0,No
5220,Points,Postcard,Low,1,No,Low,2,1,2,Yes,974.0,1391.0,1242.0,1155.0,108.0,No
4996,Points,Postcard,Low,2,No,Low,2,1,2,Yes,742.25,7.0,998.0,1091.0,873.0,No
121,Cash Back,Postcard,High,1,No,High,1,2,5,No,1090.5,1997.0,1093.0,784.0,488.0,No
10796,Cash Back,Postcard,Medium,1,No,Medium,1,1,5,Yes,1004.75,88.0,1011.0,2020.0,900.0,No
8152,Cash Back,Postcard,Low,1,No,Medium,2,1,2,Yes,748.25,811.0,875.0,645.0,662.0,Yes
9983,Cash Back,Postcard,Low,1,No,High,3,2,3,No,1357.75,914.0,960.0,1795.0,1762.0,No
813,Cash Back,Letter,Medium,2,No,Medium,1,1,3,No,1495.5,1246.0,1817.0,1151.0,1768.0,No
13070,Points,Postcard,Low,2,No,Medium,1,2,3,No,1073.75,579.0,1497.0,1436.0,783.0,No
3062,Cash Back,Letter,Low,1,No,High,3,1,3,No,947.5,13.0,479.0,1909.0,1389.0,No
14937,Air Miles,Postcard,Low,2,No,Medium,1,1,3,No,691.75,537.0,573.0,919.0,738.0,No
7922,Cash Back,Postcard,Medium,1,No,High,3,1,6,No,799.5,838.0,872.0,790.0,698.0,No
3087,Air Miles,Letter,Medium,1,No,High,3,1,3,No,375.75,367.0,280.0,456.0,400.0,No
5048,Cash Back,Letter,Medium,2,No,High,1,1,4,No,1009.0,1746.0,1352.0,610.0,328.0,No
8888,Cash Back,Letter,Medium,1,No,Medium,3,1,6,Yes,1052.75,1674.0,1212.0,548.0,777.0,No
10248,Points,Postcard,Low,1,No,High,2,1,4,Yes,964.75,1712.0,1074.0,709.0,364.0,No
10026,Points,Letter,Medium,1,No,High,1,1,2,No,704.75,619.0,676.0,935.0,589.0,No
8246,Air Miles,Postcard,Medium,1,No,Low,1,2,3,Yes,309.25,299.0,273.0,233.0,432.0,No
9426,Points,Postcard,Low,1,No,Medium,2,1,4,No,1054.5,1608.0,1622.0,427.0,561.0,No
6650,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,1078.75,927.0,1180.0,1458.0,750.0,No
2892,Air Miles,Letter,Medium,2,No,Medium,3,1,3,Yes,1299.0,397.0,1167.0,1456.0,2176.0,No
1290,Air Miles,Postcard,Medium,1,No,High,1,3,3,No,1012.0,1862.0,1133.0,632.0,421.0,No
280,Points,Letter,Medium,1,No,High,4,1,3,Yes,1164.5,829.0,739.0,1385.0,1705.0,No
6936,Points,Letter,High,2,No,Medium,2,2,1,Yes,1103.75,1778.0,1548.0,838.0,251.0,No
2929,Air Miles,Letter,Medium,1,Yes,Medium,2,1,3,Yes,1309.0,2171.0,1626.0,828.0,611.0,No
5627,Cash Back,Letter,Medium,2,Yes,High,1,1,4,No,700.5,648.0,842.0,555.0,757.0,No
8179,Points,Letter,Medium,2,No,Medium,2,2,3,Yes,648.25,653.0,641.0,594.0,705.0,No
13668,Points,Letter,High,2,Yes,Medium,2,1,2,No,859.0,1598.0,880.0,469.0,489.0,No
2476,Points,Postcard,High,1,No,Medium,2,1,4,Yes,941.25,960.0,951.0,1048.0,806.0,No
14852,Cash Back,Postcard,Low,1,No,High,2,1,4,No,1242.5,2140.0,1226.0,1015.0,589.0,No
1874,Points,Postcard,Medium,1,No,Low,2,1,4,No,1066.25,235.0,1604.0,1034.0,1392.0,Yes
2943,Air Miles,Postcard,Medium,1,No,High,1,2,5,Yes,814.0,941.0,887.0,900.0,528.0,No
14403,Air Miles,Postcard,Low,1,No,High,2,2,5,No,1038.5,546.0,1125.0,862.0,1621.0,No
5318,Air Miles,Postcard,High,1,No,Low,3,1,3,No,750.5,850.0,520.0,794.0,838.0,No
15922,Cash Back,Letter,High,1,No,Low,2,1,4,No,1233.75,1439.0,1645.0,1062.0,789.0,No
9312,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,1159.0,338.0,1128.0,1719.0,1451.0,No
6568,Cash Back,Postcard,Low,1,No,Low,2,1,5,Yes,248.5,368.0,118.0,419.0,89.0,No
17610,Cash Back,Postcard,High,1,No,Low,2,2,2,Yes,957.5,973.0,492.0,825.0,1540.0,No
7765,Points,Postcard,Medium,1,No,Low,1,2,4,No,1404.5,713.0,1776.0,2050.0,1079.0,No
2596,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,180.0,284.0,122.0,274.0,40.0,No
7271,Points,Letter,Low,2,No,Medium,2,1,3,No,238.25,211.0,127.0,405.0,210.0,No
10449,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,No,1033.25,1980.0,1027.0,957.0,169.0,No
1606,Cash Back,Letter,Medium,1,No,High,2,1,4,No,192.75,272.0,150.0,92.0,257.0,No
6537,Cash Back,Letter,Medium,1,Yes,Low,1,2,4,No,1008.75,1812.0,1124.0,764.0,335.0,No
10318,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1110.75,585.0,467.0,1715.0,1676.0,No
11829,Air Miles,Postcard,Medium,1,No,High,2,1,3,No,1324.25,1323.0,1148.0,2224.0,602.0,No
1281,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,1027.0,1977.0,1009.0,841.0,281.0,No
13247,Air Miles,Letter,High,1,No,High,1,1,3,Yes,786.5,877.0,743.0,713.0,813.0,No
306,Points,Letter,High,3,No,Low,1,1,4,Yes,253.25,417.0,200.0,368.0,28.0,No
13915,Points,Letter,Low,1,No,Low,2,1,5,Yes,1091.5,1848.0,1427.0,871.0,220.0,No
6091,Cash Back,Letter,Low,1,Yes,Medium,1,1,5,No,995.25,1689.0,1219.0,924.0,149.0,No
8035,Cash Back,Postcard,Medium,1,No,Low,2,1,3,No,918.25,178.0,943.0,1866.0,686.0,No
14088,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,274.0,486.0,354.0,68.0,188.0,No
8957,Air Miles,Letter,Medium,2,No,High,2,2,2,No,1139.75,511.0,1036.0,1467.0,1545.0,No
3843,Cash Back,Letter,Medium,1,Yes,Low,1,1,4,Yes,960.0,219.0,569.0,1649.0,1403.0,No
7275,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,1214.0,574.0,1740.0,2040.0,502.0,No
10081,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1145.25,773.0,1243.0,981.0,1584.0,Yes
13598,Cash Back,Letter,High,1,No,High,3,1,4,Yes,131.5,42.0,142.0,333.0,9.0,No
4322,Air Miles,Letter,Medium,1,No,Low,1,2,4,No,1063.0,1864.0,1367.0,718.0,303.0,No
986,Points,Postcard,Low,1,Yes,High,1,2,3,Yes,234.5,489.0,159.0,87.0,203.0,No
4754,Cash Back,Letter,Low,2,No,High,2,2,3,Yes,997.0,1385.0,896.0,1039.0,668.0,No
1982,Cash Back,Postcard,Medium,2,No,High,1,1,1,Yes,335.0,230.0,331.0,380.0,399.0,No
13026,Points,Letter,Low,1,No,High,2,1,4,Yes,309.5,181.0,294.0,425.0,338.0,No
3600,Points,Letter,Low,1,No,Low,2,1,5,Yes,207.75,368.0,225.0,155.0,83.0,No
9497,Cash Back,Letter,Low,1,No,High,4,1,4,Yes,762.0,633.0,749.0,751.0,915.0,No
5651,Points,Postcard,Low,1,No,Medium,1,1,4,No,151.75,269.0,104.0,22.0,212.0,No
3598,Cash Back,Postcard,Medium,1,No,Low,1,2,5,No,731.25,518.0,846.0,821.0,740.0,No
11582,Air Miles,Postcard,High,1,No,High,3,1,5,No,1205.5,567.0,1384.0,1117.0,1754.0,No
8852,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,1012.0,1988.0,1502.0,479.0,79.0,No
3716,Air Miles,Postcard,Low,2,No,Low,1,1,4,Yes,776.75,627.0,832.0,804.0,844.0,No
12022,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,1100.75,56.0,1323.0,1687.0,1337.0,No
6356,Points,Letter,Medium,1,No,High,1,1,3,Yes,289.5,498.0,104.0,208.0,348.0,No
13617,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,915.25,1500.0,1440.0,545.0,176.0,No
12651,Points,Postcard,High,2,Yes,Medium,1,1,5,Yes,807.0,964.0,838.0,613.0,813.0,No
15032,Points,Letter,High,1,No,High,2,1,6,No,268.25,222.0,268.0,208.0,375.0,No
